id,name,email,type,is_franchise_dealer
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
389227.0,Land Rover San Juan,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
370599.0,Flagship Chrysler,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
62178.0,Eastchester Chrysler Jeep Dodge Ram,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
381819.0,Auto Legend,xxx@xxx.com,personal,False
314501.0,Atlantic Chevrolet Cadillac,xxx@xxx.com,dealer,True
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
432605.0,Dream Car Gallery,xxx@xxx.com,personal,False
